"Compra","Venda","Mult","Dif","Tend"
"252,0","256,0","1","4,0","0"
"256,0","260,0","4","16,0","1"
"260,0","263,0","6","18,0","1"
"263,0","264,0","8","8,0","1"
"264,0","266,0","10","20,0","1"
"266,0","268,0","10","20,0","2"
"268,0","268,5","12","6,0","1"
"268,5","269,5","14","14,0","1"
"269,5","270,5","4","4,0","1"
"270,5","271,0","6","3,0","1"
"271,0","274,5","8","28,0","1"
"274,5","276,0","10","15,0","1"
"276,0","278,0","12","24,0","1"
"278,0","279,0","12","12,0","1"
"279,0","282,5","14","49,0","1"
"282,5","283,5","16","16,0","1"
"283,5","288,0","6","27,0","1"
"288,0","286,0","4","-8,0","2"
"286,5","286,0","1","-0,5","-0"
"","","275.5","",""
